Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,,
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,,
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,
Impetigo, skin_rash, yellow_crust_ooze,,,,
Impetigo, skin_rash, high_fever, yellow_crust_ooze,,,
Impetigo, skin_rash, red_sore_around_nose, yellow_crust_ooze,,,
Impetigo, skin_rash, red_sore_around_nose,,,,
Impetigo, blister, red_sore_around_nose,,,,
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,
Impetigo, high_fever, blister,,,,
Fungal infection,itching, nodal_skin_eruptions,,,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,
Fungal infection,itching, skin_rash, nodal_skin_eruptions,,,
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,,
Fungal infection, skin_rash, nodal_skin_eruptions,,,,
Fungal infection, nodal_skin_eruptions, dischromic _patches,,,,
Fungal infection,itching, skin_rash,,,,
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,,
Fungal infection,itching, dischromic _patches,,,,
Fungal infection, skin_rash, dischromic _patches,,,,
Fungal infection,itching, skin_rash, dischromic _patches,,,
Allergy, shivering, watering_from_eyes,,,,
Allergy, shivering, chills, watering_from_eyes,,,
Allergy, continuous_sneezing, chills, watering_from_eyes,,,
Allergy, continuous_sneezing, shivering, chills,,,
Allergy, continuous_sneezing, watering_from_eyes,,,,
Allergy, shivering, chills,,,,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,
Allergy, continuous_sneezing, shivering,,,,
Allergy, continuous_sneezing, shivering, watering_from_eyes,,,
Allergy, continuous_sneezing, chills,,,,
Allergy, chills, watering_from_eyes,,,,
GERD, acidity, vomiting, cough, chest_pain,,
GERD, stomach_pain, vomiting, chest_pain,,,
GERD, stomach_pain, acidity, vomiting,,,
GERD, stomach_pain, ulcers_on_tongue, cough, chest_pain,,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,,
GERD, stomach_pain, vomiting, cough, chest_pain,,
GERD, vomiting, cough,,,,
GERD, stomach_pain, cough, chest_pain,,,
GERD, acidity, ulcers_on_tongue,,,,
GERD, stomach_pain, chest_pain,,,,
GERD, stomach_pain, ulcers_on_tongue, cough,,,
GERD, stomach_pain, acidity, ulcers_on_tongue,,,
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, chest_pain,
GERD, cough, chest_pain,,,,
GERD, stomach_pain, ulcers_on_tongue, vomiting, chest_pain,,
GERD, stomach_pain, acidity, ulcers_on_tongue, cough, chest_pain,
GERD, stomach_pain, acidity, cough, chest_pain,,
GERD, stomach_pain, ulcers_on_tongue, vomiting,,,
GERD, stomach_pain, acidity, chest_pain,,,
GERD, ulcers_on_tongue, vomiting, cough, chest_pain,,
GERD, stomach_pain, acidity, ulcers_on_tongue, chest_pain,,
GERD, acidity, vomiting, chest_pain,,,
GERD, stomach_pain, acidity, vomiting, cough, chest_pain,
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough,,
Chronic cholestasis, vomiting, yellowish_skin,,,,
Chronic cholestasis,itching, yellowish_skin, yellowing_of_eyes,,,
Chronic cholestasis, vomiting, yellowish_skin, loss_of_appetite,,,
Chronic cholestasis, vomiting, nausea, loss_of_appetite, abdominal_pain,,
Chronic cholestasis, loss_of_appetite, abdominal_pain,,,,
Chronic cholestasis, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, yellowing_of_eyes,,
Chronic cholestasis,itching, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis,itching, vomiting, nausea, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis,itching, loss_of_appetite, yellowing_of_eyes,,,
Chronic cholestasis,itching, yellowish_skin, nausea, abdominal_pain, yellowing_of_eyes,
Chronic cholestasis, vomiting, loss_of_appetite, abdominal_pain,,,
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis, yellowish_skin, loss_of_appetite, yellowing_of_eyes,,,
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, yellowing_of_eyes,
Chronic cholestasis, vomiting, loss_of_appetite,,,,
Chronic cholestasis, yellowish_skin, abdominal_pain,,,,
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite, yellowing_of_eyes,
Chronic cholestasis, vomiting, nausea, yellowing_of_eyes,,,
Chronic cholestasis, vomiting, loss_of_appetite, yellowing_of_eyes,,,
Chronic cholestasis, yellowish_skin, abdominal_pain, yellowing_of_eyes,,,
Chronic cholestasis,itching, yellowish_skin, abdominal_pain, yellowing_of_eyes,,
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes
Drug Reaction,itching, burning_micturition,,,,
Drug Reaction,itching, stomach_pain, burning_micturition,,,
Drug Reaction,itching, skin_rash,,,,
Drug Reaction, stomach_pain, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, skin_rash, spotting_ urination,,,
Drug Reaction, burning_micturition, spotting_ urination,,,,
Drug Reaction,itching, stomach_pain,,,,
Drug Reaction,itching, skin_rash, burning_micturition,,,
Drug Reaction,itching, stomach_pain, spotting_ urination,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition,,,
Drug Reaction,itching, burning_micturition, spotting_ urination,,,
Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction, skin_rash, spotting_ urination,,,,
Drug Reaction, skin_rash, stomach_pain, spotting_ urination,,,
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,,
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,,
Drug Reaction, stomach_pain, burning_micturition,,,,
Drug Reaction, stomach_pain, spotting_ urination,,,,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,
Drug Reaction, skin_rash, burning_micturition,,,,
Drug Reaction, skin_rash, stomach_pain,,,,
Drug Reaction,itching, spotting_ urination,,,,
Drug Reaction, skin_rash, burning_micturition, spotting_ urination,,,
Drug Reaction,itching, skin_rash, stomach_pain,,,
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,,
Peptic ulcer diseae, passage_of_gases, internal_itching,,,,
Peptic ulcer diseae, vomiting, loss_of_appetite,,,,
Peptic ulcer diseae, indigestion, abdominal_pain, passage_of_gases,,,
Peptic ulcer diseae, vomiting, indigestion, internal_itching,,,
Peptic ulcer diseae, abdominal_pain, passage_of_gases, internal_itching,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, internal_itching,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain,,,,
Peptic ulcer diseae, indigestion, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain, passage_of_gases,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,,
Peptic ulcer diseae, vomiting, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, internal_itching,,,,
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, internal_itching,
Peptic ulcer diseae, abdominal_pain, passage_of_gases,,,,
Peptic ulcer diseae, vomiting, indigestion,,,,
Peptic ulcer diseae, indigestion, passage_of_gases,,,,
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, internal_itching,,
Peptic ulcer diseae, indigestion, loss_of_appetite, internal_itching,,,
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain,,,
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain,,,
Peptic ulcer diseae, vomiting, abdominal_pain, internal_itching,,,
Peptic ulcer diseae, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,
Peptic ulcer diseae, indigestion, abdominal_pain,,,,
AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,,,
AIDS, patches_in_throat, extra_marital_contacts,,,,
AIDS, high_fever, extra_marital_contacts,,,,
AIDS, muscle_wasting, patches_in_throat, high_fever,,,
AIDS, muscle_wasting, extra_marital_contacts,,,,
AIDS, patches_in_throat, high_fever, extra_marital_contacts,,,
AIDS, muscle_wasting, high_fever, extra_marital_contacts,,,
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,
AIDS, muscle_wasting, patches_in_throat,,,,
AIDS, muscle_wasting, high_fever,,,,
AIDS, patches_in_throat, high_fever,,,,
Diabetes , restlessness, lethargy, blurred_and_distorted_vision, obesity,,
Diabetes , fatigue, irregular_sugar_level, blurred_and_distorted_vision, increased_appetite,,
Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level, excessive_hunger, polyuria
Diabetes , weight_loss, obesity, excessive_hunger, increased_appetite, polyuria,
Diabetes , restlessness, polyuria,,,,
Diabetes , fatigue, weight_loss, irregular_sugar_level, blurred_and_distorted_vision, obesity, increased_appetite
Diabetes , fatigue, weight_loss, lethargy, blurred_and_distorted_vision, obesity,
Diabetes , weight_loss, restlessness, excessive_hunger, increased_appetite, polyuria,
Diabetes , weight_loss, lethargy, obesity, increased_appetite,,
Diabetes , weight_loss, increased_appetite, polyuria,,,
Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level, obesity,
Diabetes , fatigue, lethargy, blurred_and_distorted_vision, obesity, increased_appetite,
Diabetes , restlessness, lethargy, obesity, increased_appetite, polyuria,
Diabetes , irregular_sugar_level, blurred_and_distorted_vision, obesity, polyuria,,
Diabetes , lethargy, blurred_and_distorted_vision, increased_appetite, polyuria,,
Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger
Diabetes , lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, polyuria
Diabetes , fatigue, lethargy, irregular_sugar_level, obesity, excessive_hunger, polyuria
Diabetes , restlessness, lethargy, irregular_sugar_level, obesity, increased_appetite, polyuria
Diabetes , restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, excessive_hunger, polyuria
Diabetes , fatigue, restlessness, excessive_hunger, increased_appetite, polyuria,
Diabetes , fatigue, restlessness, irregular_sugar_level, excessive_hunger,,
Diabetes , weight_loss, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite,
Diabetes , fatigue, irregular_sugar_level, obesity,,,
Diabetes , lethargy, blurred_and_distorted_vision, obesity, excessive_hunger,,
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,
Gastroenteritis, vomiting, sunken_eyes, dehydration,,,
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,,
Gastroenteritis, vomiting, dehydration, diarrhoea,,,
Gastroenteritis, dehydration, diarrhoea,,,,
Gastroenteritis, vomiting, dehydration,,,,
Gastroenteritis, sunken_eyes, diarrhoea,,,,
Gastroenteritis, vomiting, sunken_eyes,,,,
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,,
Gastroenteritis, vomiting, diarrhoea,,,,
Gastroenteritis, sunken_eyes, dehydration,,,,
Bronchial Asthma, breathlessness, family_history,,,,
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,,
Bronchial Asthma, fatigue, high_fever,,,,
Bronchial Asthma, cough, mucoid_sputum,,,,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history,
Bronchial Asthma, fatigue, cough, family_history, mucoid_sputum,,
Bronchial Asthma, family_history, mucoid_sputum,,,,
Bronchial Asthma, high_fever, family_history,,,,
Bronchial Asthma, cough, family_history, mucoid_sputum,,,
Bronchial Asthma, cough, high_fever, breathlessness,,,
Bronchial Asthma, breathlessness, mucoid_sputum,,,,
Bronchial Asthma, fatigue, cough, breathlessness, family_history,,
Bronchial Asthma, cough, high_fever,,,,
Bronchial Asthma, cough, high_fever, family_history, mucoid_sputum,,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, mucoid_sputum,
Bronchial Asthma, fatigue, cough, breathlessness, mucoid_sputum,,
Bronchial Asthma, fatigue, cough, mucoid_sputum,,,
Bronchial Asthma, cough, high_fever, breathlessness, family_history,,
Bronchial Asthma, high_fever, breathlessness, family_history,,,
Bronchial Asthma, cough, high_fever, breathlessness, mucoid_sputum,,
Bronchial Asthma, fatigue, cough, high_fever, family_history,,
Bronchial Asthma, cough, breathlessness, family_history,,,
Bronchial Asthma, fatigue, high_fever, family_history, mucoid_sputum,,
Bronchial Asthma, high_fever, family_history, mucoid_sputum,,,
Bronchial Asthma, cough, breathlessness, mucoid_sputum,,,
Hypertension , headache, chest_pain, dizziness, lack_of_concentration,,
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,,
Hypertension , headache, chest_pain, lack_of_concentration,,,
Hypertension , headache, chest_pain, loss_of_balance,,,
Hypertension , chest_pain, loss_of_balance, lack_of_concentration,,,
Hypertension , headache, dizziness, loss_of_balance,,,
Hypertension , loss_of_balance, lack_of_concentration,,,,
Hypertension , headache, loss_of_balance, lack_of_concentration,,,
Hypertension , headache, lack_of_concentration,,,,
Hypertension , headache, loss_of_balance,,,,
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , chest_pain, loss_of_balance,,,,
Hypertension , chest_pain, dizziness, lack_of_concentration,,,
Hypertension , chest_pain, dizziness,,,,
Hypertension , headache, chest_pain,,,,
Hypertension , dizziness, loss_of_balance, lack_of_concentration,,,
Hypertension , chest_pain, lack_of_concentration,,,,
Hypertension , headache, dizziness,,,,
Hypertension , dizziness, loss_of_balance,,,,
Hypertension , headache, chest_pain, dizziness,,,
Hypertension , headache, dizziness, lack_of_concentration,,,
Hypertension , chest_pain, dizziness, loss_of_balance,,,
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,,
Hypertension , headache, chest_pain, dizziness, loss_of_balance,,
Hypertension , dizziness, lack_of_concentration,,,,
Migraine, acidity, blurred_and_distorted_vision, stiff_neck, irritability,,
Migraine, headache, blurred_and_distorted_vision, excessive_hunger, visual_disturbances,,
Migraine, excessive_hunger, stiff_neck, irritability,,,
Migraine, acidity, headache, excessive_hunger, depression, irritability, visual_disturbances
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, visual_disturbances
Migraine, acidity, headache, blurred_and_distorted_vision, irritability,,
Migraine, acidity, headache, blurred_and_distorted_vision, depression,,
Migraine, excessive_hunger, visual_disturbances,,,,
Migraine, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck,,
Migraine, blurred_and_distorted_vision, visual_disturbances,,,,
Migraine, indigestion, excessive_hunger, visual_disturbances,,,
Migraine, acidity, stiff_neck, visual_disturbances,,,
Migraine, headache, stiff_neck,,,,
Migraine, acidity, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression,
Migraine, acidity, blurred_and_distorted_vision, depression,,,
Migraine, headache, blurred_and_distorted_vision, stiff_neck, depression, irritability, visual_disturbances
Migraine, indigestion, blurred_and_distorted_vision, stiff_neck, irritability,,
Migraine, acidity, headache, blurred_and_distorted_vision, depression, irritability, visual_disturbances
Migraine, acidity, indigestion, excessive_hunger, stiff_neck, depression, visual_disturbances
Migraine, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability
Migraine, headache, excessive_hunger, visual_disturbances,,,
Migraine, headache, excessive_hunger, stiff_neck, depression,,
Migraine, acidity, excessive_hunger, depression, irritability, visual_disturbances,
Migraine, headache, blurred_and_distorted_vision, excessive_hunger, depression,,
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, depression,
Cervical spondylosis, back_pain, neck_pain, dizziness,,,
Cervical spondylosis, back_pain, dizziness, loss_of_balance,,,
Cervical spondylosis, weakness_in_limbs, dizziness,,,,
Cervical spondylosis, back_pain, neck_pain, loss_of_balance,,,
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness,,,
Cervical spondylosis, neck_pain, dizziness,,,,
Cervical spondylosis, weakness_in_limbs, loss_of_balance,,,,
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,,
Cervical spondylosis, weakness_in_limbs, dizziness, loss_of_balance,,,
Cervical spondylosis, back_pain, weakness_in_limbs, loss_of_balance,,,
Cervical spondylosis, neck_pain, dizziness, loss_of_balance,,,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,,
Cervical spondylosis, back_pain, loss_of_balance,,,,
Cervical spondylosis, back_pain, neck_pain,,,,
Cervical spondylosis, dizziness, loss_of_balance,,,,
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,
Cervical spondylosis, neck_pain, loss_of_balance,,,,
Cervical spondylosis, back_pain, dizziness,,,,
Cervical spondylosis, weakness_in_limbs, neck_pain,,,,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance,,
Cervical spondylosis, back_pain, weakness_in_limbs,,,,
Cervical spondylosis, weakness_in_limbs, neck_pain, loss_of_balance,,,
Cervical spondylosis, back_pain, weakness_in_limbs, dizziness,,,
Paralysis (brain hemorrhage), vomiting, headache,,,,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side,,,,
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side,,,,
Paralysis (brain hemorrhage), weakness_of_one_body_side, altered_sensorium,,,,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,,
Paralysis (brain hemorrhage), vomiting, altered_sensorium,,,,
Paralysis (brain hemorrhage), headache, altered_sensorium,,,,
Jaundice,itching, vomiting, fatigue, dark_urine, abdominal_pain,
Jaundice, weight_loss, yellowish_skin, dark_urine,,,
Jaundice,itching, weight_loss, high_fever, yellowish_skin, abdominal_pain,
Jaundice,itching, fatigue, high_fever, dark_urine, abdominal_pain,
Jaundice, vomiting, fatigue, weight_loss, high_fever,,
Jaundice, fatigue, weight_loss, high_fever, dark_urine, abdominal_pain,
Jaundice,itching, high_fever,,,,
Jaundice, weight_loss, high_fever,,,,
Jaundice,itching, weight_loss, yellowish_skin,,,
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, dark_urine
Jaundice, fatigue, weight_loss, high_fever, yellowish_skin,,
Jaundice, vomiting, weight_loss, high_fever,,,
Jaundice,itching, vomiting, high_fever, dark_urine, abdominal_pain,
Jaundice, vomiting, fatigue, high_fever, yellowish_skin, abdominal_pain,
Jaundice, weight_loss, high_fever, yellowish_skin, abdominal_pain,,
Jaundice, vomiting, fatigue, weight_loss, high_fever, abdominal_pain,
Jaundice,itching, vomiting, weight_loss, yellowish_skin, dark_urine, abdominal_pain
Jaundice, fatigue, weight_loss, yellowish_skin,,,
Jaundice,itching, fatigue, weight_loss, high_fever, dark_urine,
Jaundice,itching, vomiting, weight_loss, dark_urine,,
Jaundice, weight_loss, high_fever, yellowish_skin,,,
Jaundice, weight_loss, dark_urine,,,,
Jaundice, vomiting, weight_loss, high_fever, yellowish_skin, abdominal_pain,
Jaundice,itching, vomiting, yellowish_skin, abdominal_pain,,
Malaria, high_fever, headache, muscle_pain,,,
Malaria, chills, vomiting, diarrhoea, muscle_pain,,
Malaria, chills, muscle_pain,,,,
Malaria, vomiting, high_fever, headache, diarrhoea,,
Malaria, chills, high_fever, sweating, headache, diarrhoea,
Malaria, diarrhoea, muscle_pain,,,,
Malaria, chills, vomiting, sweating, headache,,
Malaria, vomiting, nausea,,,,
Malaria, chills, vomiting,,,,
Malaria, chills, sweating, headache, diarrhoea,,
Malaria, chills, vomiting, high_fever, diarrhoea, muscle_pain,
Malaria, chills, high_fever, sweating, nausea, diarrhoea,
Malaria, chills, vomiting, nausea, diarrhoea, muscle_pain,
Malaria, chills, high_fever, sweating, nausea,,
Malaria, chills, vomiting, high_fever, muscle_pain,,
Malaria, chills, sweating, muscle_pain,,,
Malaria, high_fever, sweating, headache, diarrhoea,,
Malaria, chills, vomiting, high_fever, sweating,,
Malaria, vomiting, high_fever, nausea,,,
Malaria, vomiting, muscle_pain,,,,
Malaria, vomiting, sweating,,,,
Malaria, high_fever, sweating, diarrhoea,,,
Malaria, nausea, diarrhoea, muscle_pain,,,
Malaria, chills, vomiting, headache, muscle_pain,,
Malaria, vomiting, high_fever, sweating, nausea,,
Chicken pox, fatigue, lethargy, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body
Chicken pox, skin_rash, lethargy, high_fever, headache, mild_fever, swelled_lymph_nodes
Chicken pox,itching, skin_rash, fatigue, high_fever, mild_fever, swelled_lymph_nodes
Chicken pox, skin_rash, lethargy, high_fever, headache, malaise,
Chicken pox,itching, skin_rash, lethargy, loss_of_appetite, mild_fever, swelled_lymph_nodes
Chicken pox,itching, fatigue, mild_fever, swelled_lymph_nodes, red_spots_over_body,
Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache, swelled_lymph_nodes
Chicken pox, skin_rash, lethargy, high_fever, red_spots_over_body,,
Chicken pox,itching, high_fever, headache, swelled_lymph_nodes,,
Chicken pox,itching, high_fever, loss_of_appetite, mild_fever,,
Chicken pox,itching, fatigue, lethargy, loss_of_appetite,,
Chicken pox, skin_rash, fatigue, red_spots_over_body,,,
Chicken pox, high_fever, swelled_lymph_nodes,,,,
Chicken pox, skin_rash, fatigue, high_fever, loss_of_appetite, malaise,
Chicken pox,itching, lethargy, headache, mild_fever, swelled_lymph_nodes,
Chicken pox, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever
Chicken pox, skin_rash, fatigue, lethargy, high_fever, swelled_lymph_nodes, red_spots_over_body
Chicken pox, lethargy, headache, loss_of_appetite, swelled_lymph_nodes, malaise,
Chicken pox, skin_rash, fatigue, headache, loss_of_appetite, malaise, red_spots_over_body
Chicken pox, fatigue, high_fever, headache, mild_fever, swelled_lymph_nodes,
Chicken pox,itching, skin_rash, loss_of_appetite, mild_fever, red_spots_over_body,
Chicken pox, skin_rash, fatigue, high_fever, loss_of_appetite, malaise, red_spots_over_body
Chicken pox,itching, skin_rash, high_fever, loss_of_appetite,,
Chicken pox,itching, skin_rash, high_fever, mild_fever, swelled_lymph_nodes,
Chicken pox,itching, skin_rash, fatigue, high_fever, headache,
Dengue, joint_pain, loss_of_appetite, back_pain, malaise,,
Dengue, chills, vomiting, headache, loss_of_appetite, pain_behind_the_eyes, back_pain
Dengue, skin_rash, chills, joint_pain, loss_of_appetite,,
Dengue, skin_rash, high_fever, back_pain, malaise,,
Dengue, skin_rash, joint_pain, high_fever, headache, nausea, pain_behind_the_eyes
Dengue, chills, fatigue, nausea, back_pain, malaise, muscle_pain
Dengue, chills, pain_behind_the_eyes,,,,
Dengue, skin_rash, joint_pain, fatigue, high_fever, muscle_pain,
Dengue, chills, vomiting, fatigue, high_fever, headache,
Dengue, vomiting, high_fever, loss_of_appetite, red_spots_over_body,,
Dengue, skin_rash, malaise,,,,
Dengue, joint_pain, high_fever, headache, nausea, loss_of_appetite, muscle_pain
Dengue, vomiting, high_fever, nausea, loss_of_appetite, pain_behind_the_eyes,
Dengue, vomiting, fatigue, high_fever, headache, loss_of_appetite, muscle_pain
Dengue, skin_rash, fatigue, high_fever, headache, loss_of_appetite, malaise
Dengue, skin_rash, chills, high_fever, headache, nausea, loss_of_appetite
Dengue, headache, back_pain, malaise, muscle_pain,,
Dengue, skin_rash, joint_pain, headache, red_spots_over_body,,
Dengue, skin_rash, joint_pain, fatigue, high_fever, pain_behind_the_eyes, malaise
Dengue, chills, loss_of_appetite, red_spots_over_body,,,
Dengue, chills, joint_pain, headache, malaise, muscle_pain,
Dengue, joint_pain, high_fever, loss_of_appetite, back_pain, malaise, muscle_pain
Dengue, skin_rash, chills, joint_pain, fatigue, headache, back_pain
Dengue, headache, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise,
Dengue, skin_rash, vomiting, fatigue, high_fever, loss_of_appetite, red_spots_over_body
Typhoid, high_fever, headache, constipation, abdominal_pain, toxic_look_(typhos),
Typhoid, vomiting, fatigue, headache, constipation, toxic_look_(typhos), belly_pain
Typhoid, chills, vomiting, high_fever,,,
Typhoid, vomiting, high_fever, nausea, constipation, abdominal_pain, toxic_look_(typhos)
Typhoid, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain
Typhoid, vomiting, headache, nausea, constipation, diarrhoea, belly_pain
Typhoid, chills, fatigue, high_fever, headache, nausea, belly_pain
Typhoid, chills, vomiting, constipation, diarrhoea,,
Typhoid, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos),
Typhoid, chills, headache, nausea, abdominal_pain, diarrhoea, belly_pain
Typhoid, vomiting, fatigue, headache, diarrhoea, belly_pain,
Typhoid, chills, high_fever, nausea, constipation,,
Typhoid, chills, vomiting, diarrhoea, belly_pain,,
Typhoid, high_fever, headache, constipation,,,
Typhoid, fatigue, high_fever, headache, nausea, diarrhoea,
Typhoid, high_fever, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,
Typhoid, chills, vomiting, fatigue, nausea,,
Typhoid, chills, high_fever, abdominal_pain, toxic_look_(typhos),,
Typhoid, high_fever, headache, nausea, abdominal_pain,,
Typhoid, chills, headache, toxic_look_(typhos),,,
Typhoid, nausea, abdominal_pain, toxic_look_(typhos), belly_pain,,
Typhoid, vomiting, fatigue, nausea, constipation, diarrhoea,
Typhoid, fatigue, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos)
Typhoid, chills, high_fever, headache, diarrhoea, toxic_look_(typhos),
Typhoid, chills, vomiting, fatigue, headache, constipation, diarrhoea
hepatitis A, yellowish_skin, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,
hepatitis A, vomiting, yellowish_skin, diarrhoea, mild_fever, muscle_pain,
hepatitis A, joint_pain, loss_of_appetite, abdominal_pain, diarrhoea, muscle_pain,
hepatitis A, joint_pain, dark_urine, loss_of_appetite, diarrhoea, yellowing_of_eyes, muscle_pain
hepatitis A, joint_pain, nausea, loss_of_appetite, abdominal_pain, mild_fever, muscle_pain
hepatitis A, joint_pain, vomiting, nausea, loss_of_appetite, abdominal_pain, mild_fever
hepatitis A, joint_pain, loss_of_appetite,,,,
hepatitis A, vomiting, nausea, abdominal_pain, diarrhoea, yellowing_of_eyes, muscle_pain
hepatitis A, vomiting, yellowish_skin, dark_urine, abdominal_pain, yellowing_of_eyes, muscle_pain
hepatitis A, nausea, diarrhoea, muscle_pain,,,
hepatitis A, vomiting, dark_urine, loss_of_appetite, abdominal_pain, mild_fever,
hepatitis A, vomiting, nausea, loss_of_appetite, abdominal_pain, mild_fever, yellowing_of_eyes
hepatitis A, vomiting, dark_urine, mild_fever, yellowing_of_eyes, muscle_pain,
hepatitis A, joint_pain, nausea, loss_of_appetite, mild_fever, muscle_pain,
